tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
678,2/11/2015 18:20,2/11/2015 18:32,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,822,Subscriber,1985,2
320,2/11/2015 18:21,2/11/2015 18:26,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,1272,Subscriber,1966,1
697,2/11/2015 18:22,2/11/2015 18:34,107,Ames St at Main St,42.3625,-71.08822,143,EF - North Point Park,42.369885,-71.069957,635,Subscriber,1980,1
986,2/11/2015 18:39,2/11/2015 18:56,143,EF - North Point Park,42.369885,-71.069957,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,635,Subscriber,1988,1
237,2/11/2015 18:42,2/11/2015 18:46,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,932,Subscriber,1985,1
1957,2/11/2015 18:45,2/11/2015 19:17,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,142,Alewife Station at Russell Field,42.396105,-71.139459,1171,Subscriber,1979,1
558,2/11/2015 18:46,2/11/2015 18:55,115,Porter Square Station,42.387995,-71.119084,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1272,Customer,1980,2
1250,2/11/2015 18:49,2/11/2015 19:10,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,780,Subscriber,1967,2
471,2/11/2015 18:52,2/11/2015 19:00,115,Porter Square Station,42.387995,-71.119084,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,655,Customer,1982,2
970,2/11/2015 18:54,2/11/2015 19:10,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1291,Subscriber,1984,1
966,2/11/2015 18:58,2/11/2015 19:14,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,864,Subscriber,\N,0
751,2/11/2015 19:04,2/11/2015 19:16,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,755,Subscriber,\N,0
798,2/11/2015 19:04,2/11/2015 19:17,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,822,Subscriber,1985,2
367,2/11/2015 19:12,2/11/2015 19:18,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1041,Subscriber,1973,1
343,2/11/2015 19:12,2/11/2015 19:17,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1272,Subscriber,1985,1
492,2/11/2015 19:33,2/11/2015 19:41,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1074,Customer,1967,1
495,2/11/2015 19:34,2/11/2015 19:42,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,639,Subscriber,1994,1
1275,2/11/2015 19:36,2/11/2015 19:57,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1270,Subscriber,1977,1
695,2/11/2015 19:38,2/11/2015 19:50,117,Binney St / Sixth St,42.366095,-71.086388,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,737,Customer,1989,1
164,2/11/2015 19:43,2/11/2015 19:45,141,Kendall Street,42.36356016,-71.08216792,107,Ames St at Main St,42.3625,-71.08822,1095,Customer,1973,1
284,2/11/2015 19:56,2/11/2015 20:01,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1296,Subscriber,1983,1
933,2/11/2015 20:01,2/11/2015 20:17,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,682,Subscriber,1989,2
386,2/11/2015 20:02,2/11/2015 20:09,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,708,Subscriber,1987,1
703,2/11/2015 20:15,2/11/2015 20:26,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1094,Subscriber,1974,1
223,2/11/2015 20:17,2/11/2015 20:20,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,853,Subscriber,1988,1
535,2/11/2015 20:19,2/11/2015 20:28,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,771,Subscriber,1988,2
1197,2/11/2015 20:34,2/11/2015 20:54,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,673,Subscriber,1985,1
577,2/11/2015 20:35,2/11/2015 20:45,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,893,Subscriber,\N,0
627,2/11/2015 20:56,2/11/2015 21:06,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1266,Subscriber,1974,1
540,2/11/2015 21:01,2/11/2015 21:10,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1041,Customer,1978,1
962,2/11/2015 21:19,2/11/2015 21:35,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,773,Subscriber,1986,2
355,2/11/2015 21:27,2/11/2015 21:33,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1095,Subscriber,1988,1
409,2/11/2015 21:42,2/11/2015 21:48,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,115,Porter Square Station,42.387995,-71.119084,640,Subscriber,1967,1
1533,2/11/2015 21:54,2/11/2015 22:20,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,115,Porter Square Station,42.387995,-71.119084,998,Customer,1986,1
1039,2/11/2015 22:22,2/11/2015 22:39,107,Ames St at Main St,42.3625,-71.08822,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,797,Subscriber,1983,2
767,2/11/2015 22:34,2/11/2015 22:47,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1308,Subscriber,1985,2
378,2/11/2015 23:14,2/11/2015 23:20,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1141,Subscriber,1991,2
473,2/11/2015 23:26,2/11/2015 23:33,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1095,Subscriber,1988,1
256,2/11/2015 23:45,2/11/2015 23:49,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1017,Customer,1992,2
1817,2/11/2015 23:45,2/12/2015 0:15,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1031,Subscriber,1987,1
307,2/11/2015 23:45,2/11/2015 23:50,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1290,Customer,1990,1
444,2/12/2015 0:07,2/12/2015 0:15,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,635,Subscriber,1978,1
1898,2/12/2015 1:47,2/12/2015 2:19,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,932,Subscriber,1964,1
503,2/12/2015 2:39,2/12/2015 2:47,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,770,Subscriber,1986,1
5422,2/12/2015 5:10,2/12/2015 6:40,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,753,Subscriber,1992,1
294,2/12/2015 5:45,2/12/2015 5:49,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,708,Subscriber,1973,1
407,2/12/2015 6:24,2/12/2015 6:31,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,864,Customer,1990,1
203,2/12/2015 6:46,2/12/2015 6:49,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1011,Subscriber,1980,1
679,2/12/2015 7:39,2/12/2015 7:50,143,EF - North Point Park,42.369885,-71.069957,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,685,Customer,1979,1
150,2/12/2015 7:39,2/12/2015 7:42,107,Ames St at Main St,42.3625,-71.08822,141,Kendall Street,42.36356016,-71.08216792,1106,Customer,1973,1
756,2/12/2015 7:47,2/12/2015 7:59,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,1094,Subscriber,1977,1
565,2/12/2015 7:57,2/12/2015 8:06,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,141,Kendall Street,42.36356016,-71.08216792,736,Customer,1989,1
1179,2/12/2015 8:14,2/12/2015 8:33,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1102,Subscriber,1962,1
472,2/12/2015 8:14,2/12/2015 8:22,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,771,Subscriber,1985,1
964,2/12/2015 8:21,2/12/2015 8:37,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,107,Ames St at Main St,42.3625,-71.08822,1007,Subscriber,1981,2
256,2/12/2015 8:22,2/12/2015 8:26,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,1093,Subscriber,1985,1
825,2/12/2015 8:24,2/12/2015 8:38,140,Danehy Park,42.388966,-71.132788,115,Porter Square Station,42.387995,-71.119084,769,Subscriber,1975,1
495,2/12/2015 8:24,2/12/2015 8:33,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1091,Customer,1991,1
1271,2/12/2015 8:25,2/12/2015 8:46,115,Porter Square Station,42.387995,-71.119084,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,865,Subscriber,1988,1
485,2/12/2015 8:29,2/12/2015 8:38,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1269,Subscriber,1983,1
355,2/12/2015 8:32,2/12/2015 8:38,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,893,Subscriber,1988,1
2212,2/12/2015 8:33,2/12/2015 9:10,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,143,EF - North Point Park,42.369885,-71.069957,852,Subscriber,1984,1
367,2/12/2015 8:35,2/12/2015 8:42,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,990,Subscriber,\N,0
1145,2/12/2015 8:35,2/12/2015 8:54,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1074,Subscriber,1992,1
375,2/12/2015 8:37,2/12/2015 8:43,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1264,Customer,1989,1
462,2/12/2015 8:37,2/12/2015 8:45,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1072,Customer,1990,1
311,2/12/2015 8:38,2/12/2015 8:43,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1293,Customer,1990,1
244,2/12/2015 8:42,2/12/2015 8:46,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,770,Customer,1981,1
523,2/12/2015 8:42,2/12/2015 8:51,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,1269,Subscriber,\N,0
492,2/12/2015 8:49,2/12/2015 8:57,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1107,Subscriber,1994,1
1289,2/12/2015 8:49,2/12/2015 9:11,115,Porter Square Station,42.387995,-71.119084,141,Kendall Street,42.36356016,-71.08216792,1298,Subscriber,\N,0
577,2/12/2015 8:51,2/12/2015 9:01,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,115,Porter Square Station,42.387995,-71.119084,951,Subscriber,1988,1
744,2/12/2015 8:54,2/12/2015 9:07,115,Porter Square Station,42.387995,-71.119084,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,783,Customer,1986,1
1375,2/12/2015 8:55,2/12/2015 9:18,115,Porter Square Station,42.387995,-71.119084,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,769,Subscriber,1967,1
521,2/12/2015 8:56,2/12/2015 9:05,115,Porter Square Station,42.387995,-71.119084,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,943,Subscriber,1984,1
737,2/12/2015 9:00,2/12/2015 9:12,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1080,Subscriber,1968,1
651,2/12/2015 9:01,2/12/2015 9:11,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,647,Subscriber,1982,2
410,2/12/2015 9:08,2/12/2015 9:14,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,889,Subscriber,1980,1
646,2/12/2015 9:11,2/12/2015 9:21,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,642,Subscriber,1987,1
1148,2/12/2015 9:12,2/12/2015 9:31,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,864,Subscriber,1982,1
592,2/12/2015 9:28,2/12/2015 9:38,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1105,Customer,1985,1
559,2/12/2015 9:30,2/12/2015 9:39,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1084,Subscriber,1990,2
310,2/12/2015 9:30,2/12/2015 9:35,117,Binney St / Sixth St,42.366095,-71.086388,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,961,Subscriber,1992,1
1294,2/12/2015 9:31,2/12/2015 9:52,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,141,Kendall Street,42.36356016,-71.08216792,654,Subscriber,1973,1
652,2/12/2015 9:34,2/12/2015 9:44,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,779,Subscriber,1987,1
1022,2/12/2015 9:34,2/12/2015 9:51,115,Porter Square Station,42.387995,-71.119084,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1022,Customer,1986,1
882,2/12/2015 9:34,2/12/2015 9:49,140,Danehy Park,42.388966,-71.132788,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,649,Subscriber,1986,1
883,2/12/2015 9:37,2/12/2015 9:52,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1292,Customer,1983,1
402,2/12/2015 9:44,2/12/2015 9:50,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1272,Subscriber,1985,1
483,2/12/2015 9:45,2/12/2015 9:53,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,887,Subscriber,1986,1
1092,2/12/2015 9:47,2/12/2015 10:06,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,769,Subscriber,1985,1
623,2/12/2015 9:49,2/12/2015 9:59,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,656,Subscriber,1992,1
343,2/12/2015 10:00,2/12/2015 10:05,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,1111,Subscriber,1992,1
324,2/12/2015 10:01,2/12/2015 10:06,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1017,Subscriber,1986,1
1545,2/12/2015 10:04,2/12/2015 10:30,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,107,Ames St at Main St,42.3625,-71.08822,690,Subscriber,1966,1
278,2/12/2015 10:14,2/12/2015 10:19,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1291,Subscriber,1982,1
637,2/12/2015 10:21,2/12/2015 10:31,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,822,Subscriber,1985,2
295,2/12/2015 10:23,2/12/2015 10:28,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,744,Subscriber,1975,1
560,2/12/2015 10:25,2/12/2015 10:34,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,107,Ames St at Main St,42.3625,-71.08822,1108,Subscriber,1988,1
188,2/12/2015 10:32,2/12/2015 10:35,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,1105,Subscriber,1986,1
892,2/12/2015 10:33,2/12/2015 10:48,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1015,Customer,1985,2
629,2/12/2015 10:44,2/12/2015 10:55,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1041,Subscriber,1956,1
441,2/12/2015 10:50,2/12/2015 10:58,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,683,Subscriber,1974,2
99,2/12/2015 10:51,2/12/2015 10:52,107,Ames St at Main St,42.3625,-71.08822,141,Kendall Street,42.36356016,-71.08216792,1094,Customer,1993,1
482,2/12/2015 10:58,2/12/2015 11:06,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,683,Subscriber,1991,1
783,2/12/2015 11:04,2/12/2015 11:17,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,771,Subscriber,1990,1
535,2/12/2015 11:33,2/12/2015 11:41,107,Ames St at Main St,42.3625,-71.08822,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1007,Subscriber,1985,1
402,2/12/2015 11:34,2/12/2015 11:41,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,634,Subscriber,1984,1
344,2/12/2015 11:49,2/12/2015 11:54,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,773,Subscriber,1984,1
964,2/12/2015 12:18,2/12/2015 12:34,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,107,Ames St at Main St,42.3625,-71.08822,943,Subscriber,1982,1
269,2/12/2015 12:23,2/12/2015 12:27,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1264,Subscriber,1993,1
152,2/12/2015 12:32,2/12/2015 12:34,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,770,Subscriber,1994,1
233,2/12/2015 12:38,2/12/2015 12:42,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,873,Subscriber,1988,1
355,2/12/2015 12:42,2/12/2015 12:48,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,634,Subscriber,1988,1
538,2/12/2015 12:42,2/12/2015 12:51,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,853,Subscriber,1988,1
400,2/12/2015 12:43,2/12/2015 12:50,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,683,Subscriber,1989,2
340,2/12/2015 13:00,2/12/2015 13:06,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1041,Subscriber,1991,1
275,2/12/2015 13:03,2/12/2015 13:07,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,676,Subscriber,1995,1
409,2/12/2015 13:07,2/12/2015 13:14,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,735,Subscriber,1995,1
485,2/12/2015 13:44,2/12/2015 13:52,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,766,Subscriber,1986,1
1225,2/12/2015 14:05,2/12/2015 14:25,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,662,Subscriber,1980,2
286,2/12/2015 14:06,2/12/2015 14:11,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1291,Subscriber,1968,1
506,2/12/2015 14:11,2/12/2015 14:19,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,1277,Subscriber,1974,1
597,2/12/2015 14:39,2/12/2015 14:49,115,Porter Square Station,42.387995,-71.119084,115,Porter Square Station,42.387995,-71.119084,640,Subscriber,1971,1
410,2/12/2015 14:44,2/12/2015 14:51,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1264,Subscriber,1968,1
496,2/12/2015 14:51,2/12/2015 14:59,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,887,Subscriber,1985,1
8200,2/12/2015 14:55,2/12/2015 17:12,107,Ames St at Main St,42.3625,-71.08822,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1277,Subscriber,1967,1
424,2/12/2015 14:58,2/12/2015 15:05,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,804,Customer,1973,1
166,2/12/2015 14:59,2/12/2015 15:02,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,961,Subscriber,1993,1
1058,2/12/2015 15:01,2/12/2015 15:19,107,Ames St at Main St,42.3625,-71.08822,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,943,Subscriber,1982,1
253,2/12/2015 15:09,2/12/2015 15:14,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,990,Subscriber,1974,2
421,2/12/2015 15:11,2/12/2015 15:18,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,733,Subscriber,1986,1
318,2/12/2015 15:25,2/12/2015 15:30,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1046,Subscriber,1994,1
